ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
1,Industrials,294870_KS,ROCK_UW,0.875837593,0.604176253,0.767091489,0.365028944,1.132120434,Hyundai Development Company,Gibraltar Industries Inc,0.445441453
2,Financials,316140_KS,PRI_UN,0.957729892,0.556430111,0.917246546,0.309614469,1.226861014,Woori Financial Group Inc,Primerica Inc,0.431140884
3,Energy,010950_KS,CPE_UN,0.80678403,0.606497085,0.650900472,0.367838714,1.018739186,S-Oil Corporation,Callon Petroleum,0.424451066
4,Industrials,294870_KS,SSD_UN,0.873318395,0.582417121,0.762685019,0.339209703,1.101894722,Hyundai Development Company,Simpson Manufacturing Inc,0.423904766
5,Energy,WTI_UN,010950_KS,0.932939778,0.5548767,0.870376629,0.307888153,1.178264782,W And T Offshore Inc,S-Oil Corporation,0.420385848
6,Industrials,294870_KS,HSC_UN,0.820964632,0.592331675,0.673982927,0.350856813,1.02483974,Hyundai Development Company,Harsco Corp,0.415482036
7,Financials,316140_KS,BLX_UN,0.856416094,0.578368223,0.733448526,0.334509801,1.067958327,Woori Financial Group Inc,Banco Latinoamericano De Comercio,0.414297546
8,Energy,010950_KS,OIS_UN,0.942304974,0.535869057,0.887938664,0.287155646,1.17509431,S-Oil Corporation,Oil States International Inc,0.40731225
9,Energy,010950_KS,KOS_UN,0.928325081,0.540378759,0.861787456,0.292009203,1.153796659,S-Oil Corporation,Kosmos Energy Ltd,0.405964854
10,Financials,138930_KS,MKL_UN,0.912916889,0.54265249,0.833417246,0.294471725,1.127888971,BNK Financial Group Inc,Markel Corp,0.402260829
11,Industrials,294870_KS,HI_UN,0.779307097,0.590296791,0.607319552,0.348450301,0.955769853,Hyundai Development Company,Hillenbrand Inc,0.400224151
