ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
1,Financials,PFS_UN,LBAI_UW,0.998496355,0.978652459,0.996994971,0.957760636,1.954755607,Provident Financial Services Inc,Lakeland Bancorp Inc,0.965607503
2,Communication Services,CHTR_UW,LBRDK_UW,0.978054875,0.978665678,0.956591339,0.95778651,1.914377849,Charter Communications Inc Class A,Liberty Broadband Corp Series C,0.957547476
3,Communication Services,CHTR_UW,LBRDA_UW,0.969596448,0.973310379,0.940117272,0.947333094,1.887450366,Charter Communications Inc Class A,Liberty Broadband Corp Series A,0.94588993
4,Materials,VMC_UN,MLM_UN,0.990226434,0.951959113,0.98054839,0.906226152,1.886774543,Vulcan Materials,Martin Marietta Materials Inc,0.9210906
5,Financials,STT_UN,BK_UN,0.984489929,0.951884428,0.969220421,0.906083963,1.875304384,State Street Corp,Bank Of New York Mellon Corp,0.918711255
6,Real Estate,EQR_UN,AVB_UN,0.97939358,0.948049759,0.959211784,0.898798345,1.858010129,Equity Residential,"AvalonBay Communities, Inc",0.910881033
7,Financials,PPBI_UW,ABCB_UW,0.969026029,0.948198866,0.939011445,0.89908109,1.838092535,Pacfic Premier Bancorp Inc,Ameris Bancorp,0.907067161
8,Health Care,NUVA_UW,GMED_UN,0.969594401,0.937102793,0.940113302,0.878161646,1.818274947,Nuvasive Inc,Globus Medical Inc Class A,0.890551977
9,Real Estate,FRT_UN,REG_UW,0.904257661,0.941097764,0.817681918,0.885665001,1.703346919,Federal Realty Investment Trust,Regency Centers Corporation,0.872068384
10,Financials,WBS_UN,WTFC_UW,0.950591763,0.929177519,0.903624701,0.863370861,1.766995562,Webster Financial Corp,Wintrust Financial Corp,0.871421629
11,Energy,HP_UN,PTEN_UW,0.969478154,0.923637867,0.939887892,0.85310691,1.792994802,Helmerich & Payne Inc,Patterson Uti Energy Inc,0.870463106
12,Financials,RF_UN,HBAN_UW,0.956379285,0.926152467,0.914661336,0.857758393,1.772419729,Regions Financial Corp,Huntington Bancshares Inc,0.869138982
13,Financials,PFBC_UW,WSFS_UW,0.938521336,0.928786066,0.880822298,0.862643557,1.743465855,Preferred Bank,WSFS Financial Corp,0.866279305
14,Energy,FANG_UW,DVN_UN,0.978526149,0.918000883,0.957513424,0.842725621,1.800239045,Diamondback Energy Inc,Devon Energy Corp,0.865683182
15,Energy,NEX_UN,LBRT_UN,0.944905991,0.926026499,0.892847332,0.857525077,1.750372409,NexTier Oilfield Solutions,Liberty Oilfield Services Inc. Class A,0.864589528
16,Energy,FANG_UW,MRO_UN,0.932574906,0.929037353,0.869695955,0.863110403,1.732806358,Diamondback Energy Inc,Marathon Oil Corp,0.864427513
17,Information Technology,LRCX_UW,KLAC_UW,0.957183556,0.922197257,0.916200359,0.850447781,1.76664814,Lam Research Corp,KLA-Tencor Corporation,0.863598297
18,Utilities,AEP_UW,XEL_UW,0.890107794,0.93884134,0.792291885,0.881423062,1.673714946,American Electric Power Inc,Xcel Energy Inc,0.863596827
19,Real Estate,HIW_UN,CUZ_UN,0.868994737,0.943491247,0.755151853,0.890175734,1.645327587,"Highwoods Properties, Inc",Cousins Properties Incorporated,0.863170958
20,Utilities,AEP_UW,DUK_UN,0.975488946,0.914544465,0.951578684,0.836391578,1.787970262,American Electric Power Inc,Duke Energy Corp,0.859428999
21,Financials,FITB_UW,HBAN_UW,0.957702068,0.917756316,0.917193251,0.842276655,1.759469906,Fifth Third Bancorp,Huntington Bancshares Inc,0.857259974
22,Financials,DCOM_UW,OCFC_UW,0.97242878,0.91339712,0.945617731,0.834294299,1.77991203,Dime Community Bancshares Inc,Oceanfirst Financial Corp,0.856558985
23,Real Estate,VNO_UN,HIW_UN,0.887945744,0.934221723,0.788447645,0.872770227,1.661217872,Vornado Realty Trust,"Highwoods Properties, Inc",0.855905711
24,Financials,ESNT_UN,MTG_UN,0.967046705,0.913191079,0.93517933,0.833917946,1.769097276,Essent Group Ltd,MGIC Investment Corp,0.854170223
25,Financials,GBCI_UN,INDB_UW,0.979278657,0.908908319,0.958986687,0.826114332,1.785101019,Glacier Bancorp Inc,Independent Bank Corp,0.852688803
26,Financials,FISI_UW,QCRH_UQ,0.957636798,0.914302334,0.917068238,0.835948757,1.753016995,Financial Institutions Inc,QCR Holdings Inc,0.852172653
27,Financials,RDN_UN,MTG_UN,0.982955903,0.907284538,0.966202308,0.823165232,1.78936754,Radian Group Inc,MGIC Investment Corp,0.851772647
28,Utilities,DUK_UN,WEC_UN,0.954789616,0.9144025,0.911623211,0.836131931,1.747755142,Duke Energy Corp,WEC Energy Group Inc,0.851230187
29,Energy,MUR_UN,MRO_UN,0.941319252,0.91749794,0.886081935,0.84180247,1.727884404,Murphy Oil Corp,Marathon Oil Corp,0.850658363
30,Utilities,WEC_UN,AEP_UW,0.966589518,0.910486655,0.934295296,0.828985948,1.763281245,WEC Energy Group Inc,American Electric Power Inc,0.850047818
31,Financials,RNST_UW,BANR_UW,0.973831538,0.90810466,0.948347864,0.824654074,1.773001937,Renasant Corp,Banner Corp,0.849392832
32,Financials,OCFC_UW,WSFS_UW,0.967247494,0.909797547,0.935567714,0.827731576,1.76329929,Oceanfirst Financial Corp,WSFS Financial Corp,0.849298804
33,Financials,CATY_UW,MSBI_UW,0.960350619,0.911101712,0.922273311,0.83010633,1.752379641,Cathay General Bancorp,Midland States Bancorp Inc,0.848539726
34,Financials,BOKF_UW,ABCB_UW,0.937720113,0.916458913,0.879319011,0.839896938,1.719215949,BOK Financial Corp,Ameris Bancorp,0.847781353
35,Materials,STLD_UW,NUE_UN,0.972598293,0.907032183,0.94594744,0.822707381,1.768654821,Steel Dynamics Inc,Nucor Corp,0.847355393
36,Financials,PPBI_UW,HOPE_UW,0.990462054,0.900961887,0.981015081,0.811732321,1.792747402,Pacfic Premier Bancorp Inc,Hope Bancorp Inc,0.845588873
37,Energy,MRO_UN,ROCC_UW,0.936913904,0.914643428,0.877807663,0.8365726,1.714380263,Marathon Oil Corp,Ranger Oil Corporation - Class A,0.844819613
38,Financials,BHLB_UN,PFS_UN,0.956518423,0.909245774,0.914927493,0.826727878,1.74165537,Berkshire Hills Bancorp Inc,Provident Financial Services Inc,0.844367801
39,Real Estate,HIW_UN,BXP_UN,0.882199874,0.927231826,0.778276617,0.85975886,1.638035477,"Highwoods Properties, Inc","Boston Properties, Inc",0.843462411
40,Financials,HAFC_UW,HOPE_UW,0.990971358,0.899297992,0.982024232,0.808736879,1.790761111,Hanmi Financial Corp,Hope Bancorp Inc,0.84339435
41,Energy,MTDR_UN,MRO_UN,0.902880927,0.922139874,0.815193968,0.850341947,1.665535916,Matador Resources,Marathon Oil Corp,0.843312351
42,Utilities,WEC_UN,XEL_UW,0.919442525,0.917661033,0.845374557,0.842101772,1.687476329,WEC Energy Group Inc,Xcel Energy Inc,0.842756329
43,Energy,FANG_UW,TRGP_UN,0.968932791,0.904736084,0.938830754,0.818547382,1.757378136,Diamondback Energy Inc,Targa Resources Corp,0.842604056
44,Financials,RDN_UN,NMIH_UQ,0.961335525,0.906053728,0.924165992,0.820933358,1.74509935,Radian Group Inc,NMI Holdings Inc,0.841579885
45,Financials,SFNC_UW,ABCB_UW,0.931876505,0.913425246,0.868393821,0.83434568,1.702739502,Simmons First National Corp,Ameris Bancorp,0.841155308
46,Utilities,WEC_UN,AEE_UN,0.939483417,0.911285603,0.882629091,0.830441451,1.713070542,WEC Energy Group Inc,Ameren Corp,0.840878979
47,Financials,HOPE_UW,ABCB_UW,0.962643851,0.905111749,0.926683185,0.819227278,1.745910463,Hope Bancorp Inc,Ameris Bancorp,0.840718459
48,Real Estate,BDN_UN,HPP_UN,0.967065523,0.903278638,0.935215726,0.815912298,1.751128024,Brandywine Realty Trust,"Hudson Pacific Properties, Inc",0.839772984
49,Energy,MTDR_UN,FANG_UW,0.901470088,0.919391267,0.81264832,0.845280302,1.657928622,Matador Resources,Diamondback Energy Inc,0.838753906
