ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
274,Industrials,294870_KS,ASTE_UW,0.0,0.614653699,0.0,0.37779917,0.37779917,Hyundai Development Company,Astec Industries Inc,0.302239336
369,Financials,139130_KS,BLX_UN,0.0,0.601503429,0.0,0.361806375,0.361806375,"DGB Financial Group Co., LTD",Banco Latinoamericano De Comercio,0.2894451
388,Consumer Discretionary,204320_KS,SPWH_UW,0.0,0.59943549,0.0,0.359322906,0.359322906,Mando Corporation,Sportsmans Warehouse Holdings Inc,0.287458325
519,Financials,SF_UN,139130_KS,0.0,0.590421986,0.0,0.348598121,0.348598121,Stifel Financial Corp,"DGB Financial Group Co., LTD",0.278878497
595,Industrials,294870_KS,AAON_UW,0.0,0.584502799,0.0,0.341643522,0.341643522,Hyundai Development Company,"AAON, Inc.",0.273314818
618,Industrials,294870_KS,AIN_UN,0.0,0.58273298,0.0,0.339577725,0.339577725,Hyundai Development Company,Albany International Corp Class A,0.27166218
622,Financials,MKL_UN,139130_KS,0.0,0.582560865,0.0,0.339377161,0.339377161,Markel Corp,"DGB Financial Group Co., LTD",0.271501729
629,Industrials,028670_KS,SWK_UN,0.0,0.582079554,0.0,0.338816607,0.338816607,"Pan Ocean Co., Ltd",Stanley Black & Decker Inc,0.271053286
674,Energy,267250_KS,HLX_UN,0.0,0.57889102,0.0,0.335114813,0.335114813,"Hyundai Heavy Industries Holdings Co., Ltd",Helix Energy Solutions Group Inc,0.26809185
705,Financials,THG_UN,105560_KS,0.0,0.576638623,0.0,0.332512101,0.332512101,Hanover Insurance Group Inc,KB Financial Group Inc,0.266009681
852,Energy,267250_KS,OIS_UN,0.0,0.568242889,0.0,0.322899981,0.322899981,"Hyundai Heavy Industries Holdings Co., Ltd",Oil States International Inc,0.258319985
871,Industrials,AMOT_UQ,004800_KS,0.0,0.567461878,0.0,0.322012983,0.322012983,Allied Motion Technologies Inc,Hyosung Corporation,0.257610386
919,Financials,HBCP_UW,105560_KS,0.0,0.564534268,0.0,0.31869894,0.31869894,Home Bancorp Inc,KB Financial Group Inc,0.254959152
951,Consumer Discretionary,204320_KS,GM_UN,0.0,0.563078738,0.0,0.317057666,0.317057666,Mando Corporation,General Motors,0.253646133
1033,Energy,HPK_UQ,267250_KS,0.0,0.558736612,0.0,0.312186602,0.312186602,"HighPeak Energy, Inc.","Hyundai Heavy Industries Holdings Co., Ltd",0.249749282
1084,Financials,AMTB_UW,105560_KS,0.0,0.556192435,0.0,0.309350024,0.309350024,Mercantil Bank Holding Corporation - Class A,KB Financial Group Inc,0.247480019
1103,Energy,010950_KS,SLCA_UN,0.0,0.555729476,0.0,0.30883525,0.30883525,S-Oil Corporation,Us Silica Holdings Inc,0.2470682
1112,Financials,ASB_UN,105560_KS,0.0,0.555365332,0.0,0.308430653,0.308430653,Associated Bancorp,KB Financial Group Inc,0.246744522
1119,Consumer Discretionary,204320_KS,LKQ_UW,0.0,0.554825538,0.0,0.307831377,0.307831377,Mando Corporation,LKQ Corp,0.246265102
1120,Industrials,028670_KS,ACCO_UN,0.0,0.554803092,0.0,0.307806471,0.307806471,"Pan Ocean Co., Ltd",Acco Brands Corp,0.246245177
1124,Financials,CB_UN,088350_KS,0.0,0.554714153,0.0,0.307707791,0.307707791,Chubb Ltd,"Hanwha Life Insurance Co., Ltd",0.246166233
1132,Financials,HIG_UN,139130_KS,0.0,0.554252929,0.0,0.307196309,0.307196309,Hartford Financial Services Group,"DGB Financial Group Co., LTD",0.245757047
1149,Industrials,KAMN_UN,294870_KS,0.0,0.553701207,0.0,0.306585027,0.306585027,Kaman Corp,Hyundai Development Company,0.245268022
1193,Industrials,HY_UN,078930_KS,0.0,0.551824938,0.0,0.304510762,0.304510762,Hyster Yale Materials Handling Inc,GS Holdings Corp,0.24360861
1211,Financials,316140_KS,CNO_UN,0.0,0.551001998,0.0,0.303603202,0.303603202,Woori Financial Group Inc,CNO Financial Group Inc,0.242882562
1215,Financials,105560_KS,NTB_UN,0.0,0.550918413,0.0,0.303511098,0.303511098,KB Financial Group Inc,Bank Of Nt Butterfield & Son Ltd,0.242808878
1223,Industrials,HY_UN,028670_KS,0.0,0.550628026,0.0,0.303191223,0.303191223,Hyster Yale Materials Handling Inc,"Pan Ocean Co., Ltd",0.242552978
1236,Industrials,028260_KS,ITT_UN,0.0,0.550085859,0.0,0.302594452,0.302594452,Samsung C&T Corporation,ITT Inc,0.242075562
1280,Financials,139130_KS,WRB_UN,0.0,0.548626828,0.0,0.300991396,0.300991396,"DGB Financial Group Co., LTD",WR Berkley Corp,0.240793117
