ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
187,Financials,138930_KS,175330_KS,-0.332643909,0.617909511,0.11065197,0.381812163,0.492464133,BNK Financial Group Inc,"JB Financial Group Co., Ltd",0.327580124
225,Consumer Staples,192820_KS,002790_KS,-0.290915461,0.603367201,0.084631805,0.364051979,0.448683785,Cosmax Inc,AMOREPACIFIC Group,0.308167944
306,Consumer Discretionary,241590_KS,000240_KS,-0.38667437,0.553803328,0.149517069,0.306698126,0.456215195,"Hwaseung Enterprise Co., Ltd","Hankook Tire Worldwide Co., Ltd",0.275261915
355,Consumer Discretionary,018880_KS,021240_KS,-0.398042108,0.536079217,0.15843752,0.287380926,0.445818446,Hanon Systems,"Coway Co., Ltd",0.261592245
380,Industrials,000150_KS,375500_KS,-0.260703529,0.548683816,0.06796633,0.30105393,0.36902026,Doosan Corporation,Dl E&C Ltd,0.25443641
388,Financials,024110_KS,175330_KS,-0.300277598,0.538946283,0.090166636,0.290463096,0.380629732,Industrial Bank of Korea,"JB Financial Group Co., Ltd",0.250403804
389,Financials,316140_KS,175330_KS,-0.374743957,0.527108048,0.140433033,0.277842894,0.418275927,Woori Financial Group Inc,"JB Financial Group Co., Ltd",0.250360922
499,Financials,006800_KS,175330_KS,-0.256006434,0.518923838,0.065539294,0.269281949,0.334821244,"Mirae Asset Daewoo Co., Ltd","JB Financial Group Co., Ltd",0.228533418
527,Consumer Discretionary,284740_KS,013890_KS,-0.326527879,0.500839047,0.106620456,0.250839751,0.357460207,Cuckoo Homesys Ltd,Zinus Inc,0.221995892
528,Industrials,010620_KS,028670_KS,-0.332660272,0.499791676,0.110662857,0.249791719,0.360454576,"Hyundai Mipo Dockyard Co., Ltd","Pan Ocean Co., Ltd",0.221965947
547,Industrials,028260_KS,003490_KS,-0.25608853,0.505821722,0.065581335,0.255855615,0.32143695,Samsung C&T Corporation,"Korean Air Lines Co.,Ltd",0.217800759
567,Health Care,069620_KS,137310_KS,-0.398229131,0.474992041,0.158586441,0.225617439,0.384203879,"Daewoong Pharmaceutical Co., Ltd",SD BIOSENSOR INC,0.212211239
593,Information Technology,005930_KS,009150_KS,-0.271811844,0.491068564,0.073881678,0.241148334,0.315030012,"Samsung Electronics Co., Ltd","Samsung Electro-Mechanics Co., Ltd",0.207695003
597,Materials,000210_KS,103140_KS,-0.264761303,0.491003864,0.070098547,0.241084795,0.311183342,"Daelim Industrial Co., Ltd",Poongsan Corporation,0.206887545
601,Industrials,001120_KS,336260_KS,-0.357147175,0.475187595,0.127554105,0.22580325,0.353357355,LG International Corp,Doosan Fuel Cell Ltd,0.206153421
629,Consumer Discretionary,241590_KS,013890_KS,-0.329886244,0.473448784,0.108824934,0.224153751,0.332978685,"Hwaseung Enterprise Co., Ltd",Zinus Inc,0.201087988
655,Industrials,000150_KS,004800_KS,-0.265210473,0.478269715,0.070336595,0.22874192,0.299078515,Doosan Corporation,Hyosung Corporation,0.197060855
