ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
635,Industrials,086280_KS,064350_KS,0.744868677,0.333569938,0.554829346,0.111268904,0.66609825,"Hyundai Glovis Co., Ltd",Hyundai Rotem Company,0.199980992
636,Industrials,028670_KS,028260_KS,-0.575933417,0.408652137,0.331699301,0.166996569,0.49869587,"Pan Ocean Co., Ltd",Samsung C&T Corporation,0.199937115
637,Industrials,010140_KS,028050_KS,0.0,0.499588291,0.0,0.24958846,0.24958846,"Samsung Heavy Industries Co., Ltd","Samsung Engineering Co., Ltd",0.199670768
638,Industrials,000150_KS,006260_KS,-0.558867115,0.4139666,0.312332452,0.171368346,0.483700798,Doosan Corporation,LS Corp,0.199561167
639,Industrials,052690_KS,241560_KS,-0.447000508,0.446621428,0.199809455,0.1994707,0.399280154,"KEPCO Engineering & Construction Company, Inc",Doosan Bobcat Inc,0.199538451
640,Industrials,402340_KS,010120_KS,0.759283042,-0.324462438,0.576510738,0.105275874,0.681786612,SK SQUARE CO LTD,"LSIS Co., Ltd",0.199522847
641,Industrials,112610_KS,009540_KS,0.780163141,0.311604074,0.608654526,0.097097099,0.705751625,Cs Wind Corp,HD Korea Shipbuilding & Offshore Engineering Co Lt,0.199408584
642,Industrials,034020_KS,241560_KS,-0.405827548,0.456148943,0.164695999,0.208071858,0.372767857,"Doosan Heavy Industries & Construction Co., Ltd",Doosan Bobcat Inc,0.199396686
643,Consumer Discretionary,284740_KS,000240_KS,-0.486916144,0.435079049,0.237087331,0.189293779,0.42638111,Cuckoo Homesys Ltd,"Hankook Tire Worldwide Co., Ltd",0.198852489
644,Industrials,004800_KS,001120_KS,0.550424962,0.41558187,0.302967639,0.172708291,0.47567593,Hyosung Corporation,LG International Corp,0.198760161
645,Industrials,010140_KS,034730_KS,0.0,0.498321936,0.0,0.248324752,0.248324752,"Samsung Heavy Industries Co., Ltd","SK Holdings Co., Ltd",0.198659802
646,Consumer Discretionary,005380_KS,039130_KS,-0.802375988,0.295315299,0.643807227,0.087211126,0.731018352,Hyundai Motor Company,Hanatour Service Inc,0.198530346
647,Industrials,006260_KS,010620_KS,0.620279676,0.3889677,0.384746876,0.151295872,0.536042748,LS Corp,"Hyundai Mipo Dockyard Co., Ltd",0.197986073
648,Consumer Staples,005300_KS,001680_KS,0.377047553,0.460359447,0.142164857,0.211930821,0.354095678,"Lotte Chilsung Beverage Co.,Ltd",Daesang Corporation,0.197977628
649,Consumer Discretionary,241590_KS,005850_KS,-0.719148279,0.34368251,0.517174248,0.118117667,0.635291915,"Hwaseung Enterprise Co., Ltd",SL Corporation,0.197928983
650,Materials,300720_KS,014680_KS,0.836153535,0.269099132,0.699152734,0.072414343,0.771567076,Hanilcmt Ltd,"Hansol Chemical Co., Ltd",0.197762021
651,Industrials,047810_KS,000880_KS,0.691272872,0.357393275,0.477858184,0.127729953,0.605588137,"Korea Aerospace Industries, Ltd",Hanwha Corporation,0.197755599
652,Consumer Discretionary,039130_KS,009240_KS,0.818534071,0.281951323,0.669998025,0.079496548,0.749494573,Hanatour Service Inc,"Hanssem Co., Ltd",0.197596843
653,Financials,055550_KS,039490_KS,0.0,0.496921487,0.0,0.246930964,0.246930964,"Shinhan Financial Group Co., Ltd","Kiwoom Securities Co., Ltd",0.197544771
654,Health Care,005250_KS,137310_KS,0.0,0.496899562,0.0,0.246909174,0.246909174,Green Cross Holdings Corporation,SD BIOSENSOR INC,0.197527339
655,Industrials,000150_KS,004800_KS,-0.265210473,0.478269715,0.070336595,0.22874192,0.299078515,Doosan Corporation,Hyosung Corporation,0.197060855
656,Financials,071050_KS,323410_KS,0.0,0.496069303,0.0,0.246084753,0.246084753,"Korea Investment Holdings Co., Ltd",Kakaobank Corp,0.196867802
657,Materials,014680_KS,093370_KS,0.705520478,0.348699209,0.497759145,0.121591138,0.619350283,"Hansol Chemical Co., Ltd","Foosung Co., Ltd",0.196824739
658,Industrials,034730_KS,329180_KS,0.0,0.496004849,0.0,0.246020811,0.246020811,"SK Holdings Co., Ltd","Hyundai Heavy Industries Co., Ltd",0.196816649
659,Materials,120110_KS,069260_KS,0.629984359,0.383026407,0.396880293,0.146709229,0.543589521,"Kolon Industries, Inc",Huchems Fine Chemical Corporation,0.196743442
660,Financials,139130_KS,016360_KS,0.0,0.495732043,0.0,0.245750258,0.245750258,"DGB Financial Group Co., LTD","Samsung Securities Co.,Ltd",0.196600206
661,Materials,010130_KS,014820_KS,0.557388365,0.409536166,0.31068179,0.167719872,0.478401661,"Korea Zinc Co., Ltd",Dongwon Systems Corporation,0.196312256
662,Consumer Discretionary,031430_KS,383220_KS,0.0,0.494979951,0.0,0.245005152,0.245005152,"Shinsegae International Co., Ltd",F&F Ltd,0.196004122
663,Consumer Discretionary,020000_KS,004170_KS,0.632619162,0.380630155,0.400207004,0.144879315,0.545086319,HANDSOME Corp,Shinsegae Inc,0.195944853
664,Materials,016380_KS,000670_KS,0.702010827,0.348626824,0.492819201,0.121540662,0.614359863,Kg Dongbusteel Ltd,Young Poong Corporation,0.19579637
665,Information Technology,011070_KS,009150_KS,-0.262856694,0.476896532,0.069093641,0.227430303,0.296523944,"LG Innotek Co., Ltd","Samsung Electro-Mechanics Co., Ltd",0.195762971
666,Industrials,009540_KS,078930_KS,0.0,0.494360333,0.0,0.244392138,0.244392138,HD Korea Shipbuilding & Offshore Engineering Co Lt,GS Holdings Corp,0.19551371
667,Consumer Discretionary,161390_KS,241590_KS,-0.397069818,0.45269238,0.15766444,0.204930391,0.362594831,"Hankook Tire Co., Ltd","Hwaseung Enterprise Co., Ltd",0.195477201
668,Consumer Discretionary,081660_KS,161390_KS,0.415104763,0.448418471,0.172311964,0.201079125,0.373391089,Fila Korea Ltd,"Hankook Tire Co., Ltd",0.195325693
669,Industrials,011200_KS,034020_KS,0.661071189,0.367223003,0.437015117,0.134852734,0.571867851,"Hyundai Merchant Marine Co.,Ltd","Doosan Heavy Industries & Construction Co., Ltd",0.195285211
670,Materials,014820_KS,003670_KS,0.51304959,0.422092738,0.263219882,0.178162279,0.441382161,Dongwon Systems Corporation,Posco Chemical Co Ltd,0.1951738
671,Financials,016360_KS,175330_KS,-0.439197162,0.442203896,0.192894147,0.195544285,0.388438432,"Samsung Securities Co.,Ltd","JB Financial Group Co., Ltd",0.195014257
672,Industrials,004800_KS,010140_KS,0.40049893,0.450628327,0.160399393,0.203065889,0.363465282,Hyosung Corporation,"Samsung Heavy Industries Co., Ltd",0.19453259
673,Consumer Staples,161890_KS,001800_KS,0.762321428,0.311572198,0.58113396,0.097077234,0.678211194,"Kolmar Korea Co., Ltd",ORION Holdings Corp,0.193888579
674,Materials,003240_KS,010060_KS,-0.499899112,0.424013512,0.249899122,0.179787459,0.429686581,"Taekwang Industrial Co., Ltd",OCI Company Ltd,0.193809792
675,Consumer Discretionary,020000_KS,021240_KS,0.478483945,0.429899802,0.228946885,0.18481384,0.413760726,HANDSOME Corp,"Coway Co., Ltd",0.193640449
676,Consumer Discretionary,161390_KS,011210_KS,0.652991192,0.367799153,0.426397497,0.135276217,0.561673714,"Hankook Tire Co., Ltd",HYUNDAI WIA Corporation,0.193500473
677,Consumer Staples,006040_KS,005300_KS,0.791167321,0.292104779,0.625945729,0.085325202,0.711270931,"Dongwon Industries Co., Ltd","Lotte Chilsung Beverage Co.,Ltd",0.193449307
678,Consumer Discretionary,021240_KS,241590_KS,0.696926602,0.346686755,0.485706689,0.120191706,0.605898395,"Coway Co., Ltd","Hwaseung Enterprise Co., Ltd",0.193294703
679,Industrials,010780_KS,028050_KS,0.513849642,0.418962943,0.264041454,0.175529947,0.439571401,"IS DongSeo Co., Ltd","Samsung Engineering Co., Ltd",0.193232248
680,Consumer Discretionary,161390_KS,021240_KS,0.0,0.491344938,0.0,0.241419848,0.241419848,"Hankook Tire Co., Ltd","Coway Co., Ltd",0.193135878
681,Industrials,006260_KS,086280_KS,0.633491999,0.375522007,0.401312113,0.141016778,0.542328891,LS Corp,"Hyundai Glovis Co., Ltd",0.193075845
682,Industrials,028260_KS,086280_KS,0.601657374,0.387919777,0.361991596,0.150481753,0.512473349,Samsung C&T Corporation,"Hyundai Glovis Co., Ltd",0.192783722
683,Health Care,003850_KS,009420_KS,0.688547509,0.349764879,0.474097672,0.122335471,0.596433143,Boryung Pharmaceutical Ltd,"HanAll Biopharma Co., Ltd",0.192687911
684,Industrials,001120_KS,006360_KS,0.481842811,0.426231955,0.232172495,0.18167368,0.413846174,LG International Corp,GS Engineering & Construction Corporation,0.191773443
685,Financials,024110_KS,088350_KS,0.279266317,0.469151832,0.077989676,0.220103442,0.298093118,Industrial Bank of Korea,"Hanwha Life Insurance Co., Ltd",0.191680689
686,Consumer Discretionary,005380_KS,161390_KS,0.665891179,0.358714416,0.443411063,0.128676032,0.572087095,Hyundai Motor Company,"Hankook Tire Co., Ltd",0.191623038
687,Financials,005830_KS,088350_KS,0.340229947,0.458805393,0.115756417,0.210502388,0.326258805,"DB Insurance Co., Ltd","Hanwha Life Insurance Co., Ltd",0.191553194
688,Consumer Discretionary,039130_KS,018880_KS,-0.792268063,0.286478226,0.627688684,0.082069774,0.709758458,Hanatour Service Inc,Hanon Systems,0.191193556
689,Industrials,010780_KS,028260_KS,-0.405448653,0.444548085,0.16438861,0.197623,0.36201161,"IS DongSeo Co., Ltd",Samsung C&T Corporation,0.190976122
690,Industrials,010780_KS,006360_KS,0.0,0.488107809,0.0,0.238249233,0.238249233,"IS DongSeo Co., Ltd",GS Engineering & Construction Corporation,0.190599386
691,Industrials,078930_KS,329180_KS,0.0,0.487995436,0.0,0.238139545,0.238139545,GS Holdings Corp,"Hyundai Heavy Industries Co., Ltd",0.190511636
692,Financials,139130_KS,071050_KS,0.510445868,0.415779692,0.260554984,0.172872752,0.433427736,"DGB Financial Group Co., LTD","Korea Investment Holdings Co., Ltd",0.190409198
693,Industrials,329180_KS,064350_KS,0.811311084,0.270964047,0.658225675,0.073421515,0.73164719,"Hyundai Heavy Industries Co., Ltd",Hyundai Rotem Company,0.190382347
694,Industrials,329180_KS,006260_KS,0.59704023,0.38546623,0.356457037,0.148584214,0.505041251,"Hyundai Heavy Industries Co., Ltd",LS Corp,0.190158779
695,Materials,005490_KS,004020_KS,0.800279001,0.278097796,0.64044648,0.077338384,0.717784864,POSCO,Hyundai Steel Company,0.189960003
696,Information Technology,034220_KS,011070_KS,0.325776244,0.459015344,0.106130161,0.210695086,0.316825247,"LG Display Co., Ltd","LG Innotek Co., Ltd",0.189782101
697,Consumer Discretionary,021240_KS,012330_KS,0.0,0.48680409,0.0,0.236978222,0.236978222,"Coway Co., Ltd","Hyundai Mobis Co.,Ltd",0.189582578
698,Industrials,010780_KS,047050_KS,-0.753522511,0.308242514,0.567796174,0.095013447,0.662809621,"IS DongSeo Co., Ltd",Posco Daewoo Corporation,0.189569992
699,Industrials,047810_KS,042660_KS,0.786930977,0.286169083,0.619260363,0.081892744,0.701153107,"Korea Aerospace Industries, Ltd",Daewoo Shipbuilding,0.189366268
700,Consumer Staples,051900_KS,192820_KS,0.0,0.486362741,0.0,0.236548716,0.236548716,LG Household & Health Care Ltd,Cosmax Inc,0.189238973
701,Industrials,000150_KS,001120_KS,0.0,0.486140084,0.0,0.236332182,0.236332182,Doosan Corporation,LG International Corp,0.189065746
702,Materials,016380_KS,005490_KS,0.736716802,0.316607826,0.542751647,0.100240515,0.642992162,Kg Dongbusteel Ltd,POSCO,0.188742741
703,Industrials,003490_KS,402340_KS,-0.410412638,0.439994357,0.168438533,0.193595034,0.362033567,"Korean Air Lines Co.,Ltd",SK SQUARE CO LTD,0.188563734
704,Industrials,064350_KS,006260_KS,0.777339836,0.290064814,0.604257221,0.084137597,0.688394817,Hyundai Rotem Company,LS Corp,0.188161522
705,Industrials,402340_KS,047040_KS,0.593581134,0.38341088,0.352338563,0.147003903,0.499342466,SK SQUARE CO LTD,"Daewoo Engineering & Construction Co., Ltd",0.188070835
706,Consumer Discretionary,069960_KS,073240_KS,-0.455913867,0.427904571,0.207857454,0.183102322,0.390959776,"Hyundai Department Store Co., Ltd","Kumho Tire Co., Inc",0.188053348
707,Industrials,402340_KS,000120_KS,0.707511651,0.33148356,0.500572736,0.10988135,0.610454086,SK SQUARE CO LTD,CJ Logistics Corporation,0.188019627
708,Industrials,329180_KS,011200_KS,-0.537554303,0.402513311,0.288964629,0.162016965,0.450981594,"Hyundai Heavy Industries Co., Ltd","Hyundai Merchant Marine Co.,Ltd",0.187406498
