ranking,sector,ticker1,ticker2,corr_px,corr_r,corr_px**2,corr_r**2,corr**2_sum,name1,name2,corr**2_w_sum
29,Industrials,294870_KS,HDSN_UR,0.5467477,0.628296469,0.298933048,0.394756453,0.693689501,Hyundai Development Company,Hudson Technologies Inc,0.375591772
65,Financials,SF_UN,105560_KS,0.559633384,0.603508962,0.313189525,0.364223068,0.677412593,Stifel Financial Corp,KB Financial Group Inc,0.354016359
67,Consumer Discretionary,AN_UN,204320_KS,0.560166971,0.603331888,0.313787036,0.364009367,0.677796403,AutoNation Inc,Mando Corporation,0.353964901
75,Industrials,294870_KS,SPXC_UN,0.593662131,0.589605183,0.352434726,0.347634272,0.700068998,Hyundai Development Company,SPX Corp,0.348594363
103,Industrials,VVI_UN,294870_KS,0.598017037,0.578157738,0.357624377,0.334266371,0.691890747,Viad Corp,Hyundai Development Company,0.338937972
132,Financials,105560_KS,BLX_UN,0.4442452,0.601866263,0.197353798,0.362242998,0.559596796,KB Financial Group Inc,Banco Latinoamericano De Comercio,0.329265158
144,Financials,105560_KS,WFC_UN,0.561633143,0.57271896,0.315431787,0.328007007,0.643438794,KB Financial Group Inc,Wells Fargo,0.325491963
148,Consumer Discretionary,DORM_UW,204320_KS,0.446137921,0.596822652,0.199039045,0.356197278,0.555236323,Dorman Products Inc,Mando Corporation,0.324765631
165,Industrials,078930_KS,KAMN_UN,0.584040535,0.564174706,0.341103347,0.318293099,0.659396446,GS Holdings Corp,Kaman Corp,0.322855149
167,Financials,105560_KS,SEIC_UW,0.538949311,0.573839314,0.29046636,0.329291559,0.619757919,KB Financial Group Inc,SEI Investments,0.321526519
170,Consumer Discretionary,SMP_UN,204320_KS,0.50448555,0.579576877,0.25450567,0.335909356,0.590415026,Standard Motor Products Inc,Mando Corporation,0.319628619
189,Financials,BLX_UN,088350_KS,0.58422192,0.555727167,0.341315252,0.308832684,0.650147936,Banco Latinoamericano De Comercio,"Hanwha Life Insurance Co., Ltd",0.315329198
205,Financials,C_UN,105560_KS,0.489239512,0.575355993,0.2393553,0.331034519,0.570389819,Citigroup Inc,KB Financial Group Inc,0.312698675
240,Consumer Discretionary,F_UN,204320_KS,0.474639078,0.5723207,0.225282255,0.327550984,0.552833238,Ford Motor Company,Mando Corporation,0.307097238
292,Industrials,SRCL_UW,294870_KS,0.438303293,0.570481886,0.192109777,0.325449582,0.517559359,Stericycle Inc,Hyundai Development Company,0.298781621
317,Financials,WFC_UN,088350_KS,0.500607988,0.552276352,0.250608358,0.305009169,0.555617527,Wells Fargo,"Hanwha Life Insurance Co., Ltd",0.294129007
325,Energy,267250_KS,ROCC_UW,0.583960101,0.530897408,0.3410094,0.281852057,0.622861457,"Hyundai Heavy Industries Holdings Co., Ltd",Ranger Oil Corporation - Class A,0.293683526
333,Industrials,294870_KS,FELE_UW,0.481554674,0.555170037,0.231894904,0.308213769,0.540108673,Hyundai Development Company,Franklin Electric Inc,0.292949996
365,Industrials,006360_KS,ALGT_UW,0.465930074,0.55495656,0.217090834,0.307976783,0.525067617,GS Engineering & Construction Corporation,Allegiant Travel,0.289799593
370,Industrials,004800_KS,KBR_UN,0.532428415,0.538878472,0.283480017,0.290390008,0.573870025,Hyosung Corporation,"KBR, Inc.",0.28900801
391,Industrials,028260_KS,SWK_UN,0.493325843,0.545891128,0.243370388,0.297997124,0.541367512,Samsung C&T Corporation,Stanley Black & Decker Inc,0.287071777
401,Materials,CBT_UN,000670_KS,0.597656497,0.518264943,0.357193289,0.268598551,0.62579184,Cabot Corp,Young Poong Corporation,0.286317499
414,Industrials,294870_KS,JCI_UN,0.559465609,0.527579691,0.313001768,0.278340331,0.591342098,Hyundai Development Company,Johnson Controls International Plc,0.285272618
425,Financials,316140_KS,GNW_UN,0.539525584,0.531649176,0.291087855,0.282650847,0.573738702,Woori Financial Group Inc,Genworth Financial Inc.,0.284338249
429,Financials,ENVA_UN,138930_KS,0.553929112,0.527268153,0.306837462,0.278011706,0.584849167,Enova International Inc,BNK Financial Group Inc,0.283776857
430,Energy,SLB_UN,267250_KS,0.407498463,0.559623134,0.166054998,0.313178053,0.47923305,Schlumberger Nv,"Hyundai Heavy Industries Holdings Co., Ltd",0.283753442
445,Industrials,078930_KS,DNOW_UN,0.532254195,0.531975932,0.283294528,0.282998392,0.56629292,GS Holdings Corp,Now Inc,0.283057619
456,Financials,316140_KS,WFC_UN,0.596723418,0.513779775,0.356078837,0.263969657,0.620048495,Woori Financial Group Inc,Wells Fargo,0.282391493
460,Industrials,375500_KS,UHAL_B_UN,0.561291271,0.523426052,0.315047891,0.273974832,0.589022723,Dl E&C Ltd,U-Haul Holding Company Series N Non-Voting,0.282189444
466,Industrials,ASGN_UN,078930_KS,0.468869973,0.544997113,0.219839051,0.297021854,0.516860905,ASGN Incorporated,GS Holdings Corp,0.281585293
488,Energy,PDCE_UW,267250_KS,0.546119128,0.525899346,0.298246102,0.276570122,0.574816224,PDC Energy Inc,"Hyundai Heavy Industries Holdings Co., Ltd",0.280905318
495,Industrials,SNA_UN,028260_KS,0.573813923,0.518091268,0.329262419,0.268418562,0.597680981,Snap On Inc,Samsung C&T Corporation,0.280587333
505,Industrials,KFRC_UW,078930_KS,0.599921084,0.509849757,0.359905307,0.259946775,0.619852082,Kforce Inc,GS Holdings Corp,0.279938481
510,Energy,267250_KS,TTI_UN,0.490098056,0.538161501,0.240196105,0.289617801,0.529813906,"Hyundai Heavy Industries Holdings Co., Ltd",Tetra Technologies Inc,0.279733462
516,Energy,COP_UN,267250_KS,0.553555555,0.521737892,0.306423752,0.272210428,0.57863418,ConocoPhillips,"Hyundai Heavy Industries Holdings Co., Ltd",0.279053093
523,Consumer Staples,001680_KS,KHC_UW,0.553157797,0.521182439,0.305983548,0.271631135,0.577614683,Daesang Corporation,Kraft Heinz,0.278501618
529,Financials,HMN_UN,139130_KS,0.491163093,0.535817111,0.241241184,0.287099976,0.52834116,Horace Mann Educators Corp,"DGB Financial Group Co., LTD",0.277928218
539,Industrials,034730_KS,GBX_UN,0.599907615,0.506489486,0.359889147,0.2565316,0.616420746,"SK Holdings Co., Ltd",Greenbrier Inc,0.277203109
544,Industrials,004800_KS,ALG_UN,0.4731135,0.538676106,0.223836384,0.290171947,0.514008331,Hyosung Corporation,Alamo Group Inc,0.276904834
559,Financials,139130_KS,GL_UN,0.550622388,0.518157744,0.303185014,0.268487447,0.571672461,"DGB Financial Group Co., LTD",Globe Life Inc.,0.27542696
571,Industrials,TBI_UN,078930_KS,0.49484153,0.531188495,0.24486814,0.282161217,0.527029358,Trueblue Inc,GS Holdings Corp,0.274702602
582,Consumer Discretionary,204320_KS,LAD_UN,0.57010156,0.511178664,0.325015789,0.261303627,0.586319416,Mando Corporation,Lithia Motors Inc Class A,0.274046059
587,Industrials,KFY_UN,078930_KS,0.472418222,0.535173423,0.223178976,0.286410592,0.509589568,Korn Ferry International,GS Holdings Corp,0.273764269
603,Financials,139130_KS,JEF_UN,0.429634852,0.543118973,0.184586106,0.294978218,0.479564324,"DGB Financial Group Co., LTD",Jefferies Financial Group Inc,0.272899796
614,Financials,AIG_UN,105560_KS,0.483156459,0.530859681,0.233440163,0.281812001,0.515252164,American International Group Inc,KB Financial Group Inc,0.272137633
623,Financials,CB_UN,105560_KS,0.581966863,0.504666712,0.33868543,0.25468849,0.59337392,Chubb Ltd,KB Financial Group Inc,0.271487878
649,Financials,032830_KS,CB_UN,0.423265918,0.541016956,0.179154038,0.292699346,0.471853384,"Samsung Life Insurance Co., Ltd",Chubb Ltd,0.269990284
659,Industrials,RHI_UN,078930_KS,0.560061693,0.508057324,0.313669099,0.258122244,0.571791344,Robert Half,GS Holdings Corp,0.269231615
